"customer_id","company_name","industry","country","signup_date","plan_type","subscription_id","start_date","end_date","customer_status"
"58a465c5-b0a3-411f-8303-e8b795e68249",Company_10,Education,Canada,2024-06-21 13:50:46.000,Pro,"74378989-aa3e-491a-9391-0a03a026cbc8",2024-08-23 11:09:23.000,2025-08-23 11:09:23.000,Active
f3b6ef4a-0f30-46de-934f-bc2eced5396e,Company_11,Education,USA,2024-08-04 02:08:11.000,Basic,"8d402053-2de1-4ae2-9b24-74e4a77ed007",2024-12-15 08:59:50.000,2025-12-15 08:59:50.000,Active
dca2f1d1-129f-4f24-89ce-7e3d0e75179a,Company_12,Finance,UK,2024-06-21 19:54:53.000,Enterprise,"3ea4cb8a-8b21-459b-ba59-7a09cf9949bd",2024-10-02 14:47:16.000,2025-10-02 14:47:16.000,Active
b74b6d9c-92f7-4d2e-9a77-cce9095a6088,Company_13,Tech,UK,2024-04-12 06:43:52.000,Enterprise,"9a7eddc0-c2b7-4ad1-9a78-3b7c6b25c543",2024-10-23 05:00:23.000,,Active
"93049b65-7b3b-458c-bfc4-d09cb1eb0bc8",Company_14,Healthcare,Germany,2024-06-20 02:16:42.000,Pro,"6702407c-aa2f-45ca-a5fa-f2c8a980c5b4",2024-12-30 12:07:21.000,2025-01-29 12:07:21.000,Churned
de557f6d-8d18-48c9-b2df-10edf9d4e8ee,Company_15,Finance,France,2024-07-27 17:01:03.000,Pro,"7a62b2eb-a83f-4272-8c38-41bc0ec338fb",2024-10-04 22:48:35.000,2024-11-03 22:48:35.000,Churned
"9bceac19-ed3d-4c62-8193-041ac378ad11",Company_16,Finance,Germany,2024-06-21 16:43:38.000,Pro,a8f2c1f5-2dd1-44e8-9214-f0a163ee5056,2024-08-21 13:49:35.000,2025-08-21 13:49:35.000,Active
"29d855f6-54f1-4cf9-810c-75dd417e47ec",Company_17,Finance,UK,2024-08-06 17:03:55.000,Pro,"61fedf52-f8ba-4e71-8333-c64f37c39d7e",2024-09-15 22:32:17.000,2024-10-15 22:32:17.000,Churned
e3cb30f1-e0e9-472b-a802-987fb118fd42,Company_18,Tech,UK,2024-07-18 18:20:03.000,Enterprise,f17828fa-dc1f-432c-859e-e0149b55fddd,2024-08-20 05:15:53.000,,Active
"93a65e69-e61f-4e67-9557-5a5a5890a1cd",Company_19,Healthcare,France,2024-04-14 10:47:02.000,Enterprise,dc7cd122-a2b3-4cc2-9c63-f5da5252be69,2024-09-15 20:20:03.000,2025-09-15 20:20:03.000,Active
d6452e5f-f58d-48c1-bed3-7665af8350d2,Company_20,Finance,Germany,2024-03-29 01:03:17.000,Enterprise,"8433d3ed-23f9-4f37-b599-486554faa508",2024-11-04 04:45:17.000,2025-11-04 04:45:17.000,Active
b6a55b54-911b-4a40-9a7e-2a23ad03a441,Company_21,Healthcare,Germany,2024-05-14 02:06:30.000,Basic,ace036bb-74c7-479c-bda8-a66ba91c6631,2024-11-08 09:10:06.000,,Active
"088c9914-80bd-4067-98e3-aeee90d6e128",Company_22,Healthcare,France,2024-06-27 05:24:21.000,Basic,"8cd6d6cb-29e9-43e4-a956-49cc01c45afc",2024-10-05 23:58:21.000,2025-10-05 23:58:21.000,Active
edb79431-2c57-4384-b9de-9fe874675bcd,Company_23,Education,UK,2024-07-14 07:30:15.000,Pro,"0d9d5a05-59f8-4878-9455-2abfa53f51f6",2024-08-31 04:59:02.000,2025-08-31 04:59:02.000,Active
cea98f04-cecc-48c9-9446-4ded7e5fa6dc,Company_24,Education,France,2024-06-25 15:47:30.000,Basic,"924a94ad-350c-4726-9513-0ef88f29d8f4",2024-11-07 14:52:57.000,2024-12-07 14:52:57.000,Churned
"4098dc61-ab32-4bcd-8ffb-a240a753bccb",Company_25,Healthcare,France,2024-03-24 21:38:51.000,Enterprise,"9b5cc753-a814-4d50-ba64-eb600d73d4ca",2024-10-05 01:22:04.000,,Active
"0ee96168-5676-4661-90ad-8e6c9f6f2fc8",Company_26,Retail,USA,2024-04-30 03:22:17.000,Pro,"23717f62-d163-426c-96cc-19d284dd8ba3",2024-12-18 01:58:39.000,2025-01-17 01:58:39.000,Churned
a4309fab-c4c1-404b-9156-01e5eabfc38d,Company_27,Tech,France,2024-03-18 17:38:34.000,Basic,"0624ff94-3aec-45e9-84c6-c60402da5af1",2024-11-19 14:16:30.000,2024-12-19 14:16:30.000,Churned
f66a1f31-6e9d-4287-b5e6-d62d048e1cfa,Company_28,Retail,Germany,2024-08-11 08:02:59.000,Basic,"54380322-d58b-4e47-aa41-28fc7b7e9349",2024-09-22 16:39:36.000,2024-10-22 16:39:36.000,Churned
"3cdd7c2d-909a-46ca-ba6a-280918789bee",Company_29,Finance,Canada,2024-07-08 11:14:08.000,Enterprise,e2992b37-97e7-4cc2-933e-2d4c6b2f6934,2024-11-19 23:08:00.000,2024-12-19 23:08:00.000,Churned
"5200d067-277f-444c-b84f-d2d5eb1be0fc",Company_30,Retail,UK,2024-04-13 07:25:24.000,Pro,"26fd8490-f24d-4b19-8123-343a6ee957c7",2024-12-01 14:55:57.000,2025-12-01 14:55:57.000,Active
"783327ae-7f48-4065-a375-9fa7efa25c40",Company_31,Tech,Canada,2024-03-29 18:12:32.000,Enterprise,d3fec091-cc91-469a-bdc2-45f45eff903b,2024-10-19 17:49:46.000,,Active
ea1e1a45-571e-4bbe-8187-19b3a2f62b6d,Company_32,Tech,USA,2024-08-09 07:10:13.000,Pro,"2b037c2b-8d5c-42c8-81e7-facf78d86d70",2024-10-06 21:09:29.000,2025-10-06 21:09:29.000,Active
"1b2cd0c3-8b9b-4436-9c40-2b47fc594bda",Company_33,Education,France,2024-04-03 03:28:06.000,Basic,"7dd00862-208f-4e73-9257-3289eac5468d",2024-09-04 03:02:32.000,2025-09-04 03:02:32.000,Active
"26db3960-3cbe-420b-ad92-56b43be372fb",Company_34,Education,Germany,2024-08-13 04:37:46.000,Basic,"293051cf-7e11-40cf-a114-fb778dff5724",2024-10-04 20:48:54.000,2025-10-04 20:48:54.000,Active
"9d303413-559d-42f7-ae18-4a6e33ecdee5",Company_35,Finance,Germany,2024-02-22 21:47:22.000,Pro,"6a71c293-2b99-4e35-a939-70f7995f2048",2024-10-20 11:29:10.000,2025-10-20 11:29:10.000,Active
f3527f8c-c4f4-4ef4-8674-b24bb016d3f2,Company_36,Retail,Canada,2024-03-15 08:00:12.000,Basic,e866a323-d772-4f06-b1fd-7d02375134e6,2024-11-08 09:42:31.000,2025-11-08 09:42:31.000,Active
f9008dfd-cd3f-461e-8fc7-f7a31244e132,Company_37,Education,UK,2024-07-29 09:48:37.000,Enterprise,"88dece79-f1c4-4ac7-b11f-ecd3c7c1a75c",2024-10-27 02:22:41.000,2025-10-27 02:22:41.000,Active
"048bb099-399a-4f92-bfee-b230b97741e0",Company_38,Retail,France,2024-05-12 09:29:55.000,Enterprise,"37dccb0d-91ee-490a-a7bd-9dc29d82375d",2024-12-20 02:54:05.000,2025-01-19 02:54:05.000,Churned
"22318207-0b90-4891-a4b2-b5b891125b06",Company_39,Healthcare,UK,2024-03-29 22:04:34.000,Pro,"29374a8b-57b6-4b2e-a99d-ba260ef2aed4",2024-10-27 19:59:57.000,2025-10-27 19:59:57.000,Active
"17766b61-b8ce-475f-b16c-d0c63a1d6c4b",Company_40,Education,USA,2024-07-26 07:13:18.000,Pro,"8cc1623a-ad20-4b5c-bffc-6bbb5eb6fa2c",2024-10-21 14:25:18.000,2024-11-20 14:25:18.000,Churned
b870aee5-6ee0-4a58-b25b-7734753d5dd6,Company_41,Tech,France,2024-03-27 02:12:47.000,Pro,ff62bb48-2360-47f4-9c73-e123a438a062,2024-09-02 14:08:41.000,2024-10-02 14:08:41.000,Churned
"78905435-02e3-484d-8be0-eebb2c8f9b64",Company_42,Education,France,2024-07-16 22:17:44.000,Enterprise,"159758d6-e1d9-446a-bbc8-58666e035972",2025-01-08 22:18:47.000,,Active
"57cbb5b1-3f8f-4d78-baff-8af65d4cadd3",Company_43,Healthcare,Germany,2024-05-27 09:03:07.000,Pro,a0d72ec6-d4aa-42f4-b9d8-687f2096eb00,2024-09-21 05:31:00.000,2024-10-21 05:31:00.000,Churned
b974cbc8-d575-46b1-9ef0-897a08410a05,Company_44,Tech,USA,2024-03-17 01:22:31.000,Pro,f9458c91-7e56-4881-93c3-d09709677c9f,2024-12-27 11:03:31.000,2025-01-26 11:03:31.000,Churned
b1b41c0f-0e8c-4bb8-b64c-8b16c498638f,Company_45,Healthcare,USA,2024-07-16 17:49:13.000,Basic,"003a4158-3d81-4037-8b30-231c88df6c5f",2024-10-03 05:08:10.000,2024-11-02 05:08:10.000,Churned
da2dcc4d-7b6d-4a44-abac-e5055098a018,Company_46,Healthcare,UK,2024-03-24 11:52:10.000,Basic,"8550695d-205a-4073-8979-237a8fd323dc",2024-10-06 01:13:02.000,2025-10-06 01:13:02.000,Active
"010ffd80-3053-4374-bc3f-583d31631307",Company_47,Education,Canada,2024-05-14 21:12:16.000,Basic,"999d40b0-76eb-4de2-a621-7cded2809dd4",2024-12-21 05:08:02.000,2025-01-20 05:08:02.000,Churned
cfd8356f-7d1d-40ff-b6f6-851f03833fd3,Company_48,Retail,France,2024-07-12 06:52:24.000,Pro,a09936f9-5774-4510-a002-b034a1e55ff2,2024-11-01 11:56:04.000,2024-12-01 11:56:04.000,Churned
"9fbaba48-967d-4266-8a8a-5d371b24457c",Company_49,Retail,Canada,2024-03-16 14:54:19.000,Basic,c13d7fa6-9336-48a3-b81d-84b5a5abd60a,2024-09-19 03:00:54.000,2024-10-19 03:00:54.000,Churned
d6822d5b-5923-4523-8b59-13b51b553227,Company_50,Tech,France,2024-08-02 17:16:10.000,Pro,"0198b442-8aa7-4b7d-a06e-26a539606dae",2024-09-13 08:18:47.000,2025-09-13 08:18:47.000,Active
a7b1a63a-0e07-490c-b1c3-e8f63b40b611,Company_51,Education,France,2024-02-22 01:59:12.000,Pro,"4cc5ffc6-cca7-4f95-a8f0-802a5b9d8386",2024-08-30 09:22:11.000,2024-09-29 09:22:11.000,Churned
"802bbee9-64cd-4dc8-9500-0864833cc99f",Company_52,Retail,Canada,2024-04-21 23:26:20.000,Enterprise,c512f4f2-09c0-4e95-812f-c17e58b6d688,2025-01-12 14:51:43.000,2026-01-12 14:51:43.000,Active
"27d412a2-ee5f-4dcf-9ff1-8d41661ad325",Company_53,Tech,Canada,2024-04-23 16:56:35.000,Pro,ee505ae7-805a-4010-af31-f2734aac022c,2024-09-13 10:32:31.000,2025-09-13 10:32:31.000,Active
"59bd4ff4-3c56-4d01-abd6-ae6ee08a3b64",Company_54,Tech,Canada,2024-05-28 09:47:04.000,Basic,"283079e1-5aae-4af5-b64f-0e0d2e5734ec",2025-01-03 01:17:33.000,2025-02-02 01:17:33.000,Churned
"8cd43072-830a-49f9-9745-526bd125d570",Company_55,Retail,UK,2024-07-14 12:41:49.000,Pro,"9dd0b055-bf34-44b5-a290-4d5d6472235c",2024-11-19 19:29:53.000,,Active
c26d78ef-5da6-4eac-9228-18e2cba0ada0,Company_56,Tech,Germany,2024-03-16 12:09:38.000,Basic,"200dc8ce-cc9e-442d-b622-97876d3e9eb6",2024-09-23 23:10:03.000,2024-10-23 23:10:03.000,Churned
"53dbad85-cb5c-4cc8-a591-a10d3d622ef5",Company_57,Retail,Canada,2024-06-08 14:44:20.000,Enterprise,"03a094e5-1af7-42c8-9ceb-eca5705f8f77",2024-10-04 04:29:55.000,2024-11-03 04:29:55.000,Churned
ffb7e049-3e9b-436b-9353-a070a08cb877,Company_58,Education,UK,2024-07-31 10:44:53.000,Enterprise,"3006f0a2-3e0b-4004-8e40-ec0c4fce487d",2024-10-19 06:14:29.000,,Active
c2808246-96cf-4ed5-b7c5-a654194bdd74,Company_59,Retail,UK,2024-06-13 15:18:31.000,Basic,"38c899cd-a2fd-4bc0-a7a9-66a4f57b31de",2024-11-14 02:36:31.000,2025-11-14 02:36:31.000,Active
f9e053f3-7633-4046-a3f0-3df0272ffbe0,Company_60,Finance,UK,2024-04-09 21:14:38.000,Pro,"309e1181-9dc4-4f47-a1c2-e3df736d42b7",2025-01-05 16:06:57.000,2026-01-05 16:06:57.000,Active
a5f6086a-604d-4cc6-a9ff-43b75fd9a801,Company_61,Tech,Canada,2024-06-18 06:42:33.000,Pro,"4fd4ba00-e910-4ea8-a104-4bc3cdab0dc1",2024-11-22 12:56:16.000,2024-12-22 12:56:16.000,Churned
"10a92cb7-e3af-435b-accc-0ee1c4126386",Company_62,Finance,Germany,2024-08-16 06:18:02.000,Pro,"953e4fbd-e3f6-4ad9-893f-244cca01fae8",2025-01-06 13:53:46.000,2026-01-06 13:53:46.000,Active
f807dbbc-a7a8-48fa-bbfd-a3b5ba4af1ac,Company_63,Retail,USA,2024-04-04 06:07:46.000,Enterprise,"11e15da0-b0f6-489e-a618-4810aa0c81fa",2024-09-17 09:04:25.000,2024-10-17 09:04:25.000,Churned
"3ed5dded-80f7-4d4d-b047-60d9b9a915bb",Company_64,Retail,Canada,2024-07-02 12:02:45.000,Enterprise,"2e01b608-df8f-4c50-9d83-33387b884b38",2024-12-24 05:52:58.000,2025-12-24 05:52:58.000,Active
"2c7b54e7-5efe-45c0-93d1-09888b407819",Company_65,Retail,France,2024-06-10 07:57:38.000,Enterprise,"52a943cd-4068-4a7f-b7aa-775e8a254ddc",2024-09-21 06:47:19.000,2024-10-21 06:47:19.000,Churned
ed4fb029-1ea6-46cf-9b71-3e3239e0bbb3,Company_66,Retail,UK,2024-06-20 11:30:04.000,Basic,"0b4a21d4-d2aa-4fe0-bfcd-a44d63a0009c",2025-01-09 09:39:45.000,,Active
"3d8af8b2-1b86-4d1f-a584-4eddb5103f71",Company_67,Finance,USA,2024-04-26 05:45:13.000,Basic,"78ffb88e-a545-435b-93e4-794debc44d70",2024-09-09 16:20:51.000,2025-09-09 16:20:51.000,Active
"816fee48-f2db-451b-b28f-fa93edb79e1e",Company_68,Healthcare,UK,2024-03-15 13:05:03.000,Enterprise,b8002940-3ea2-4685-9202-eea1991c0dfc,2024-12-13 22:05:28.000,2025-12-13 22:05:28.000,Active
"5d4dba30-4015-4a2a-826d-ee882334f846",Company_69,Education,USA,2024-03-28 05:40:31.000,Pro,b4fa9666-81d3-478c-bf7b-9a2fe0e603ca,2024-12-01 14:18:46.000,2025-12-01 14:18:46.000,Active
a45543de-f035-4992-b433-67468a7974bb,Company_70,Education,USA,2024-06-21 19:58:38.000,Basic,"4bb1bc16-43dd-45a5-95ba-f8dac43a6fa3",2024-08-21 18:10:56.000,2025-08-21 18:10:56.000,Active
"04785222-1ca7-46f4-8164-35fa46db1a21",Company_71,Healthcare,USA,2024-03-15 05:58:29.000,Enterprise,"30944bf3-4655-463e-924e-1a2b2a95f92a",2024-12-11 15:13:28.000,2025-12-11 15:13:28.000,Active
"0f187d74-a4e0-4ad3-8e49-dfca821f28e7",Company_72,Healthcare,Germany,2024-02-25 00:53:39.000,Pro,"8c8ec876-f7e6-4f24-b24e-53707a998b88",2024-11-11 06:01:18.000,2024-12-11 06:01:18.000,Churned
"1b9947d5-7c22-4573-aa13-016675c3675c",Company_73,Retail,USA,2024-05-17 04:06:44.000,Basic,aad971ce-8083-4da8-a52b-f82eba0be022,2025-01-12 18:38:58.000,2026-01-12 18:38:58.000,Active
bcee9a8d-e351-4d0c-bf06-935e4fad4a48,Company_74,Finance,UK,2024-03-15 06:41:05.000,Enterprise,ec94a379-cab3-449c-9b8b-8e166523a428,2025-01-02 07:41:29.000,2025-02-01 07:41:29.000,Churned
"599d7852-bb94-4e9c-847c-be6b37a3af00",Company_75,Healthcare,France,2024-06-22 17:44:07.000,Pro,"103a7876-c184-410e-a5af-8374c7db8a88",2024-09-07 10:42:12.000,,Active
a65984d1-4beb-4a90-a862-23078e166014,Company_76,Education,France,2024-07-25 12:23:59.000,Pro,d3b2dcd9-aa99-4d19-bc08-3854d539fa09,2024-10-06 21:04:59.000,2024-11-05 21:04:59.000,Churned
aee78a26-d255-43f7-9d7d-07be3b8805dc,Company_77,Finance,Germany,2024-06-09 17:04:35.000,Basic,"48f6ec50-3560-4ceb-8258-c80dbc520f46",2024-10-28 11:38:02.000,2025-10-28 11:38:02.000,Active
d8331b70-a017-46f3-b899-e945302116ae,Company_78,Retail,Germany,2024-03-27 10:06:29.000,Pro,"8b2f90b0-fa30-444a-8c09-cf6d92946379",2024-12-28 10:37:30.000,2025-01-27 10:37:30.000,Churned
"9b3d2387-8aa8-4e5f-852e-b31518fa68fa",Company_79,Finance,France,2024-02-25 02:28:16.000,Basic,"417c9b5e-7a38-4d93-b4a1-d66063297f01",2024-10-02 01:10:49.000,2025-10-02 01:10:49.000,Active
d71518cd-c039-4c69-af2d-50462fccc8f6,Company_80,Retail,UK,2024-07-14 03:16:37.000,Enterprise,cac56990-f07e-4676-9b94-d43b6362cd63,2024-10-05 17:04:03.000,2024-11-04 17:04:03.000,Churned
"6e5b9225-6b4a-45c9-9e52-7caf3dae7392",Company_81,Education,USA,2024-06-10 02:01:18.000,Pro,"70ed771e-5ce3-4efb-8e7e-0f1344bf3d9d",2024-12-05 05:22:03.000,2025-01-04 05:22:03.000,Churned
"65f1f04f-4bf8-45ca-9c10-881816536070",Company_82,Finance,Germany,2024-07-08 18:04:55.000,Enterprise,"31ce8ab0-cea2-4762-b363-0c5f6f9fa859",2024-12-14 04:23:24.000,2025-01-13 04:23:24.000,Churned
"383b6939-e06c-461b-9c8d-db458509d671",Company_83,Retail,USA,2024-03-24 04:45:52.000,Basic,"55b107e1-fba8-454a-86eb-68ffbf99606b",2024-09-30 04:45:03.000,2025-09-30 04:45:03.000,Active
ec845b86-d6a8-4d76-9aa5-fc8798f1d5e1,Company_84,Tech,Germany,2024-07-12 04:20:21.000,Basic,"3c857385-a6f6-4a7f-be6c-021678a37538",2024-09-06 20:31:04.000,2024-10-06 20:31:04.000,Churned
"87d37434-535e-4395-a443-6dfdd341f5e7",Company_85,Healthcare,USA,2024-08-12 16:50:03.000,Enterprise,"3a801077-cad7-4488-ba09-590564500ad3",2024-09-28 10:45:23.000,2024-10-28 10:45:23.000,Churned
c8905188-435f-46d5-bedc-9aa07626688b,Company_86,Tech,Canada,2024-06-17 06:32:54.000,Pro,cb1b935b-fd3a-4b12-92b8-500d8a05f040,2024-12-10 14:40:12.000,2025-12-10 14:40:12.000,Active
"0e02c2ae-5063-4e42-afa8-08f52cbaeafe",Company_87,Retail,Germany,2024-06-18 17:54:22.000,Pro,"67692a1b-73ac-47a1-803f-468c9ab0037a",2024-09-23 02:03:57.000,2025-09-23 02:03:57.000,Active
"6c7eba5b-b818-491b-8499-e2877417a2c2",Company_88,Healthcare,Canada,2024-04-21 14:08:05.000,Enterprise,af634e85-c713-428a-881d-8b8ce1271908,2024-08-25 21:05:49.000,2025-08-25 21:05:49.000,Active
"93a14522-7607-4844-99e4-5d68c82d7f9e",Company_89,Tech,UK,2024-04-19 14:58:16.000,Enterprise,"1f8d9ed1-4a38-4826-996e-92c8d64de7bf",2024-12-06 08:41:59.000,,Active
"930be8b2-c739-46d4-b175-0cdb40b57b7b",Company_90,Retail,UK,2024-06-30 12:42:13.000,Enterprise,d2488e7f-f21c-4c0d-9c49-a366a054cb4d,2024-11-21 21:51:27.000,2025-11-21 21:51:27.000,Active
"6fcad603-3ac5-424f-9a12-3a55ed257d61",Company_91,Education,USA,2024-05-28 14:34:03.000,Basic,"1ce70d0c-1c48-4c7c-8a74-01b5166a64b1",2024-10-25 18:52:35.000,2025-10-25 18:52:35.000,Active
"9c436c81-6369-4cdb-b55e-530a901c903a",Company_92,Tech,France,2024-05-06 11:02:28.000,Pro,f36aa08c-fada-4f76-88c5-06b6f686118f,2024-12-30 14:38:10.000,2025-12-30 14:38:10.000,Active
d3ec310c-d399-49b8-a708-2fc0b0b72703,Company_93,Tech,UK,2024-04-11 14:48:40.000,Enterprise,a1b58038-e411-444d-8ebc-a4b4c5b5c553,2024-09-11 11:11:36.000,2025-09-11 11:11:36.000,Active
c5e07c71-9135-4216-87fb-db144b76f234,Company_94,Retail,France,2024-08-07 01:49:06.000,Basic,"74958836-e5a4-4ef2-897f-7c551af2cce2",2024-12-24 00:29:47.000,,Active
"021214c7-37bb-4631-bfee-aa10bcd42ff5",Company_95,Finance,UK,2024-03-22 03:10:47.000,Enterprise,e012e567-5bc4-4d09-8524-5080d43de5d3,2024-12-11 17:01:07.000,,Active
"1b490df8-f4c3-4dc4-99f0-486e2b2cb637",Company_96,Finance,UK,2024-03-18 00:08:14.000,Enterprise,c27695b0-6853-4a0c-bc30-9421aa02e7fa,2024-09-14 09:38:01.000,2025-09-14 09:38:01.000,Active
"725ba711-5171-4f44-a91f-e74d2a5489cc",Company_97,Finance,Germany,2024-05-29 02:55:28.000,Pro,"163124c7-c1fd-4616-b524-60f3d22d0a71",2024-10-27 06:01:31.000,2025-10-27 06:01:31.000,Active
df4c897a-d108-411e-822a-887a1d131fc4,Company_98,Tech,UK,2024-07-30 06:29:01.000,Basic,"4da2d2c6-b17c-45ad-ba5d-ad170b69dc0b",2024-11-16 02:46:25.000,2024-12-16 02:46:25.000,Churned
"0071d31c-1f46-465a-8586-6bb6ce489161",Company_99,Retail,Canada,2024-08-08 03:36:04.000,Basic,"45bb23c1-586d-40cd-9c62-2f3a8252c92a",2025-01-12 03:47:38.000,2025-02-11 03:47:38.000,Churned
ef7bfd6b-bbf1-4c70-80c5-dd5d25131431,Company_100,Retail,France,2024-08-08 23:14:46.000,Enterprise,ebd10354-d2f2-4c17-be89-06814be14cce,2024-09-19 10:43:09.000,2025-09-19 10:43:09.000,Active
"71bd35f5-2b3e-4f18-b6d3-deafaa666e67",Company_101,Education,France,2024-07-31 05:46:19.000,Basic,"2dc503da-ef12-4c7f-8c42-92673910f751",2024-08-26 01:05:00.000,2024-09-25 01:05:00.000,Churned
c18f7ff2-fb05-4e71-b2cb-d92283b3118e,Company_102,Retail,USA,2024-03-14 15:45:25.000,Basic,"1794f55f-9f49-44a0-b66a-4b3a7432171b",2024-10-08 13:15:45.000,2024-11-07 13:15:45.000,Churned
ee439c65-5955-4454-902e-12898a82d509,Company_103,Finance,France,2024-02-23 19:12:45.000,Enterprise,"289da653-6907-48df-a895-c239922db1c3",2024-11-12 02:46:39.000,2024-12-12 02:46:39.000,Churned
"10a50a82-3f0b-41cf-9855-e8848971bd4b",Company_104,Healthcare,Canada,2024-07-23 20:01:40.000,Pro,"880ab2d8-437f-4cb9-a0f0-9ec2fbe18d2d",2024-10-04 01:26:51.000,2025-10-04 01:26:51.000,Active
"2bf509fb-4c88-4866-a3ab-4de5afa8a30a",Company_105,Healthcare,UK,2024-05-05 06:18:03.000,Pro,"2de9f787-dcc0-41c6-b71d-db7e1f50927e",2024-09-02 11:21:08.000,2024-10-02 11:21:08.000,Churned
e431e644-9660-4986-a95c-5f44743c557f,Company_106,Finance,Canada,2024-05-29 02:30:49.000,Pro,cab50366-141f-418e-b8a3-d6b7aa468574,2024-08-22 12:17:27.000,2024-09-21 12:17:27.000,Churned
b678641d-6535-4a9f-8fee-8eff917c3c80,Company_107,Retail,France,2024-08-04 20:02:27.000,Pro,"0262691b-a59a-4d06-8a0c-db749ba9e86f",2024-11-12 06:54:39.000,,Active
"10bb050b-5064-4d99-b333-57d4768ecf8b",Company_108,Healthcare,UK,2024-07-24 18:57:58.000,Basic,"1cc13d34-41e9-4693-8bb5-9b02e6ddfb36",2024-11-11 10:45:16.000,2025-11-11 10:45:16.000,Active
d0bb5b9c-52c0-4a93-855d-c5534bb34e95,Company_109,Tech,France,2024-02-27 07:48:12.000,Pro,"414e9d65-1aa9-478b-9bf6-9d687f22e07f",2024-11-25 12:29:51.000,2025-11-25 12:29:51.000,Active
d8ce9602-6c72-437d-a568-a328888c394d,Company_110,Finance,Canada,2024-04-09 18:08:49.000,Pro,"6648d370-a922-4f7a-8295-56666b6d5d13",2024-10-23 02:11:25.000,,Active
"84012838-90bf-46ed-b32e-7da70a1a1314",Company_111,Tech,USA,2024-06-02 14:27:19.000,Enterprise,dbfe9903-e2b6-436c-94d2-839c4bd0596c,2024-09-06 03:40:24.000,2025-09-06 03:40:24.000,Active
afba2468-37e5-4405-8e0b-9d0fab819a1d,Company_112,Education,Germany,2024-03-11 14:57:10.000,Basic,"556af40e-00c0-4fff-a4d0-2b3b86112a56",2024-08-19 18:08:03.000,2024-09-18 18:08:03.000,Churned
db7ca12f-43ee-49aa-90d5-fb7525ed85d2,Company_113,Healthcare,Germany,2024-04-25 05:02:03.000,Basic,"7e670f8b-aa2e-4518-9c0f-faaf1e5f62ea",2024-09-10 00:08:20.000,,Active
ba50388e-4576-4d91-bd2f-9ed653dab022,Company_114,Education,USA,2024-06-26 20:51:57.000,Pro,"9605c698-8fca-46b4-b19c-76bd87a6cfb4",2024-11-12 01:12:31.000,2024-12-12 01:12:31.000,Churned
b9eb001b-4928-4783-8a3d-a22237e929c6,Company_115,Education,UK,2024-07-12 03:06:40.000,Basic,"251abc15-1599-4a3c-bf36-2bd46704f615",2024-10-12 02:52:12.000,2025-10-12 02:52:12.000,Active
"6a690c70-6980-46d2-b366-50093055771b",Company_116,Finance,UK,2024-04-11 02:31:36.000,Enterprise,"77eff08c-2843-4053-af5c-77de82b5680a",2024-11-11 21:02:16.000,2025-11-11 21:02:16.000,Active
