"subscription_id","customer_id","company_name","country","plan_type","start_date","end_date","amount_paid","payment_status","revenue_month","mrr","subscription_status"
"9b5cc753-a814-4d50-ba64-eb600d73d4ca","4098dc61-ab32-4bcd-8ffb-a240a753bccb",Company_25,France,Enterprise,2024-10-05 01:22:04.000,,223.93,Pending,2024-10-01 00:00:00.000,223.93,Active
"23717f62-d163-426c-96cc-19d284dd8ba3","0ee96168-5676-4661-90ad-8e6c9f6f2fc8",Company_26,USA,Pro,2024-12-18 01:58:39.000,2025-01-17 01:58:39.000,363.64,Paid,2024-12-01 00:00:00.000,363.64,Canceled
"0624ff94-3aec-45e9-84c6-c60402da5af1",a4309fab-c4c1-404b-9156-01e5eabfc38d,Company_27,France,Basic,2024-11-19 14:16:30.000,2024-12-19 14:16:30.000,111.72,Paid,2024-11-01 00:00:00.000,111.72,Canceled
"54380322-d58b-4e47-aa41-28fc7b7e9349",f66a1f31-6e9d-4287-b5e6-d62d048e1cfa,Company_28,Germany,Basic,2024-09-22 16:39:36.000,2024-10-22 16:39:36.000,69.35,Paid,2024-09-01 00:00:00.000,69.35,Canceled
e2992b37-97e7-4cc2-933e-2d4c6b2f6934,"3cdd7c2d-909a-46ca-ba6a-280918789bee",Company_29,Canada,Enterprise,2024-11-19 23:08:00.000,2024-12-19 23:08:00.000,122.85,Pending,2024-11-01 00:00:00.000,122.85,Canceled
"26fd8490-f24d-4b19-8123-343a6ee957c7","5200d067-277f-444c-b84f-d2d5eb1be0fc",Company_30,UK,Pro,2024-12-01 14:55:57.000,2025-12-01 14:55:57.000,474.74,Pending,2024-12-01 00:00:00.000,474.74,Active
d3fec091-cc91-469a-bdc2-45f45eff903b,"783327ae-7f48-4065-a375-9fa7efa25c40",Company_31,Canada,Enterprise,2024-10-19 17:49:46.000,,222.60,Paid,2024-10-01 00:00:00.000,222.60,Active
"2b037c2b-8d5c-42c8-81e7-facf78d86d70",ea1e1a45-571e-4bbe-8187-19b3a2f62b6d,Company_32,USA,Pro,2024-10-06 21:09:29.000,2025-10-06 21:09:29.000,216.05,Paid,2024-10-01 00:00:00.000,216.05,Active
"7dd00862-208f-4e73-9257-3289eac5468d","1b2cd0c3-8b9b-4436-9c40-2b47fc594bda",Company_33,France,Basic,2024-09-04 03:02:32.000,2025-09-04 03:02:32.000,212.54,Pending,2024-09-01 00:00:00.000,212.54,Active
"293051cf-7e11-40cf-a114-fb778dff5724","26db3960-3cbe-420b-ad92-56b43be372fb",Company_34,Germany,Basic,2024-10-04 20:48:54.000,2025-10-04 20:48:54.000,368.02,Failed,2024-10-01 00:00:00.000,368.02,Active
"6a71c293-2b99-4e35-a939-70f7995f2048","9d303413-559d-42f7-ae18-4a6e33ecdee5",Company_35,Germany,Pro,2024-10-20 11:29:10.000,2025-10-20 11:29:10.000,275.83,Paid,2024-10-01 00:00:00.000,275.83,Active
e866a323-d772-4f06-b1fd-7d02375134e6,f3527f8c-c4f4-4ef4-8674-b24bb016d3f2,Company_36,Canada,Basic,2024-11-08 09:42:31.000,2025-11-08 09:42:31.000,311.78,Pending,2024-11-01 00:00:00.000,311.78,Active
"88dece79-f1c4-4ac7-b11f-ecd3c7c1a75c",f9008dfd-cd3f-461e-8fc7-f7a31244e132,Company_37,UK,Enterprise,2024-10-27 02:22:41.000,2025-10-27 02:22:41.000,396.84,Pending,2024-10-01 00:00:00.000,396.84,Active
"37dccb0d-91ee-490a-a7bd-9dc29d82375d","048bb099-399a-4f92-bfee-b230b97741e0",Company_38,France,Enterprise,2024-12-20 02:54:05.000,2025-01-19 02:54:05.000,380.57,Pending,2024-12-01 00:00:00.000,380.57,Canceled
"29374a8b-57b6-4b2e-a99d-ba260ef2aed4","22318207-0b90-4891-a4b2-b5b891125b06",Company_39,UK,Pro,2024-10-27 19:59:57.000,2025-10-27 19:59:57.000,191.33,Pending,2024-10-01 00:00:00.000,191.33,Active
"8cc1623a-ad20-4b5c-bffc-6bbb5eb6fa2c","17766b61-b8ce-475f-b16c-d0c63a1d6c4b",Company_40,USA,Pro,2024-10-21 14:25:18.000,2024-11-20 14:25:18.000,227.55,Pending,2024-10-01 00:00:00.000,227.55,Canceled
ff62bb48-2360-47f4-9c73-e123a438a062,b870aee5-6ee0-4a58-b25b-7734753d5dd6,Company_41,France,Pro,2024-09-02 14:08:41.000,2024-10-02 14:08:41.000,81.36,Paid,2024-09-01 00:00:00.000,81.36,Canceled
"159758d6-e1d9-446a-bbc8-58666e035972","78905435-02e3-484d-8be0-eebb2c8f9b64",Company_42,France,Enterprise,2025-01-08 22:18:47.000,,435.05,Pending,2025-01-01 00:00:00.000,435.05,Active
a0d72ec6-d4aa-42f4-b9d8-687f2096eb00,"57cbb5b1-3f8f-4d78-baff-8af65d4cadd3",Company_43,Germany,Pro,2024-09-21 05:31:00.000,2024-10-21 05:31:00.000,211.88,Failed,2024-09-01 00:00:00.000,211.88,Canceled
f9458c91-7e56-4881-93c3-d09709677c9f,b974cbc8-d575-46b1-9ef0-897a08410a05,Company_44,USA,Pro,2024-12-27 11:03:31.000,2025-01-26 11:03:31.000,331.62,Paid,2024-12-01 00:00:00.000,331.62,Canceled
"003a4158-3d81-4037-8b30-231c88df6c5f",b1b41c0f-0e8c-4bb8-b64c-8b16c498638f,Company_45,USA,Basic,2024-10-03 05:08:10.000,2024-11-02 05:08:10.000,85.27,Paid,2024-10-01 00:00:00.000,85.27,Canceled
"8550695d-205a-4073-8979-237a8fd323dc",da2dcc4d-7b6d-4a44-abac-e5055098a018,Company_46,UK,Basic,2024-10-06 01:13:02.000,2025-10-06 01:13:02.000,257.08,Pending,2024-10-01 00:00:00.000,257.08,Active
"999d40b0-76eb-4de2-a621-7cded2809dd4","010ffd80-3053-4374-bc3f-583d31631307",Company_47,Canada,Basic,2024-12-21 05:08:02.000,2025-01-20 05:08:02.000,495.24,Pending,2024-12-01 00:00:00.000,495.24,Canceled
a09936f9-5774-4510-a002-b034a1e55ff2,cfd8356f-7d1d-40ff-b6f6-851f03833fd3,Company_48,France,Pro,2024-11-01 11:56:04.000,2024-12-01 11:56:04.000,351.43,Failed,2024-11-01 00:00:00.000,351.43,Canceled
c13d7fa6-9336-48a3-b81d-84b5a5abd60a,"9fbaba48-967d-4266-8a8a-5d371b24457c",Company_49,Canada,Basic,2024-09-19 03:00:54.000,2024-10-19 03:00:54.000,214.12,Paid,2024-09-01 00:00:00.000,214.12,Canceled
"0198b442-8aa7-4b7d-a06e-26a539606dae",d6822d5b-5923-4523-8b59-13b51b553227,Company_50,France,Pro,2024-09-13 08:18:47.000,2025-09-13 08:18:47.000,424.62,Failed,2024-09-01 00:00:00.000,424.62,Active
"4cc5ffc6-cca7-4f95-a8f0-802a5b9d8386",a7b1a63a-0e07-490c-b1c3-e8f63b40b611,Company_51,France,Pro,2024-08-30 09:22:11.000,2024-09-29 09:22:11.000,339.23,Pending,2024-08-01 00:00:00.000,339.23,Canceled
c512f4f2-09c0-4e95-812f-c17e58b6d688,"802bbee9-64cd-4dc8-9500-0864833cc99f",Company_52,Canada,Enterprise,2025-01-12 14:51:43.000,2026-01-12 14:51:43.000,461.86,Paid,2025-01-01 00:00:00.000,461.86,Active
ee505ae7-805a-4010-af31-f2734aac022c,"27d412a2-ee5f-4dcf-9ff1-8d41661ad325",Company_53,Canada,Pro,2024-09-13 10:32:31.000,2025-09-13 10:32:31.000,417.06,Pending,2024-09-01 00:00:00.000,417.06,Active
"283079e1-5aae-4af5-b64f-0e0d2e5734ec","59bd4ff4-3c56-4d01-abd6-ae6ee08a3b64",Company_54,Canada,Basic,2025-01-03 01:17:33.000,2025-02-02 01:17:33.000,391.83,Paid,2025-01-01 00:00:00.000,391.83,Canceled
"9dd0b055-bf34-44b5-a290-4d5d6472235c","8cd43072-830a-49f9-9745-526bd125d570",Company_55,UK,Pro,2024-11-19 19:29:53.000,,485.40,Pending,2024-11-01 00:00:00.000,485.40,Active
"200dc8ce-cc9e-442d-b622-97876d3e9eb6",c26d78ef-5da6-4eac-9228-18e2cba0ada0,Company_56,Germany,Basic,2024-09-23 23:10:03.000,2024-10-23 23:10:03.000,165.58,Failed,2024-09-01 00:00:00.000,165.58,Canceled
"03a094e5-1af7-42c8-9ceb-eca5705f8f77","53dbad85-cb5c-4cc8-a591-a10d3d622ef5",Company_57,Canada,Enterprise,2024-10-04 04:29:55.000,2024-11-03 04:29:55.000,357.22,Pending,2024-10-01 00:00:00.000,357.22,Canceled
"3006f0a2-3e0b-4004-8e40-ec0c4fce487d",ffb7e049-3e9b-436b-9353-a070a08cb877,Company_58,UK,Enterprise,2024-10-19 06:14:29.000,,380.58,Pending,2024-10-01 00:00:00.000,380.58,Active
"38c899cd-a2fd-4bc0-a7a9-66a4f57b31de",c2808246-96cf-4ed5-b7c5-a654194bdd74,Company_59,UK,Basic,2024-11-14 02:36:31.000,2025-11-14 02:36:31.000,453.22,Failed,2024-11-01 00:00:00.000,453.22,Active
"309e1181-9dc4-4f47-a1c2-e3df736d42b7",f9e053f3-7633-4046-a3f0-3df0272ffbe0,Company_60,UK,Pro,2025-01-05 16:06:57.000,2026-01-05 16:06:57.000,414.17,Failed,2025-01-01 00:00:00.000,414.17,Active
"4fd4ba00-e910-4ea8-a104-4bc3cdab0dc1",a5f6086a-604d-4cc6-a9ff-43b75fd9a801,Company_61,Canada,Pro,2024-11-22 12:56:16.000,2024-12-22 12:56:16.000,116.78,Failed,2024-11-01 00:00:00.000,116.78,Canceled
"953e4fbd-e3f6-4ad9-893f-244cca01fae8","10a92cb7-e3af-435b-accc-0ee1c4126386",Company_62,Germany,Pro,2025-01-06 13:53:46.000,2026-01-06 13:53:46.000,426.45,Pending,2025-01-01 00:00:00.000,426.45,Active
"11e15da0-b0f6-489e-a618-4810aa0c81fa",f807dbbc-a7a8-48fa-bbfd-a3b5ba4af1ac,Company_63,USA,Enterprise,2024-09-17 09:04:25.000,2024-10-17 09:04:25.000,182.15,Paid,2024-09-01 00:00:00.000,182.15,Canceled
"2e01b608-df8f-4c50-9d83-33387b884b38","3ed5dded-80f7-4d4d-b047-60d9b9a915bb",Company_64,Canada,Enterprise,2024-12-24 05:52:58.000,2025-12-24 05:52:58.000,232.62,Failed,2024-12-01 00:00:00.000,232.62,Active
"52a943cd-4068-4a7f-b7aa-775e8a254ddc","2c7b54e7-5efe-45c0-93d1-09888b407819",Company_65,France,Enterprise,2024-09-21 06:47:19.000,2024-10-21 06:47:19.000,389.68,Failed,2024-09-01 00:00:00.000,389.68,Canceled
"0b4a21d4-d2aa-4fe0-bfcd-a44d63a0009c",ed4fb029-1ea6-46cf-9b71-3e3239e0bbb3,Company_66,UK,Basic,2025-01-09 09:39:45.000,,431.46,Pending,2025-01-01 00:00:00.000,431.46,Active
"78ffb88e-a545-435b-93e4-794debc44d70","3d8af8b2-1b86-4d1f-a584-4eddb5103f71",Company_67,USA,Basic,2024-09-09 16:20:51.000,2025-09-09 16:20:51.000,241.83,Pending,2024-09-01 00:00:00.000,241.83,Active
b8002940-3ea2-4685-9202-eea1991c0dfc,"816fee48-f2db-451b-b28f-fa93edb79e1e",Company_68,UK,Enterprise,2024-12-13 22:05:28.000,2025-12-13 22:05:28.000,490.90,Pending,2024-12-01 00:00:00.000,490.90,Active
b4fa9666-81d3-478c-bf7b-9a2fe0e603ca,"5d4dba30-4015-4a2a-826d-ee882334f846",Company_69,USA,Pro,2024-12-01 14:18:46.000,2025-12-01 14:18:46.000,245.16,Pending,2024-12-01 00:00:00.000,245.16,Active
"4bb1bc16-43dd-45a5-95ba-f8dac43a6fa3",a45543de-f035-4992-b433-67468a7974bb,Company_70,USA,Basic,2024-08-21 18:10:56.000,2025-08-21 18:10:56.000,436.28,Failed,2024-08-01 00:00:00.000,436.28,Active
"30944bf3-4655-463e-924e-1a2b2a95f92a","04785222-1ca7-46f4-8164-35fa46db1a21",Company_71,USA,Enterprise,2024-12-11 15:13:28.000,2025-12-11 15:13:28.000,281.08,Paid,2024-12-01 00:00:00.000,281.08,Active
"8c8ec876-f7e6-4f24-b24e-53707a998b88","0f187d74-a4e0-4ad3-8e49-dfca821f28e7",Company_72,Germany,Pro,2024-11-11 06:01:18.000,2024-12-11 06:01:18.000,74.39,Failed,2024-11-01 00:00:00.000,74.39,Canceled
aad971ce-8083-4da8-a52b-f82eba0be022,"1b9947d5-7c22-4573-aa13-016675c3675c",Company_73,USA,Basic,2025-01-12 18:38:58.000,2026-01-12 18:38:58.000,499.12,Pending,2025-01-01 00:00:00.000,499.12,Active
ec94a379-cab3-449c-9b8b-8e166523a428,bcee9a8d-e351-4d0c-bf06-935e4fad4a48,Company_74,UK,Enterprise,2025-01-02 07:41:29.000,2025-02-01 07:41:29.000,231.22,Paid,2025-01-01 00:00:00.000,231.22,Canceled
"103a7876-c184-410e-a5af-8374c7db8a88","599d7852-bb94-4e9c-847c-be6b37a3af00",Company_75,France,Pro,2024-09-07 10:42:12.000,,276.49,Failed,2024-09-01 00:00:00.000,276.49,Active
d3b2dcd9-aa99-4d19-bc08-3854d539fa09,a65984d1-4beb-4a90-a862-23078e166014,Company_76,France,Pro,2024-10-06 21:04:59.000,2024-11-05 21:04:59.000,367.62,Pending,2024-10-01 00:00:00.000,367.62,Canceled
"48f6ec50-3560-4ceb-8258-c80dbc520f46",aee78a26-d255-43f7-9d7d-07be3b8805dc,Company_77,Germany,Basic,2024-10-28 11:38:02.000,2025-10-28 11:38:02.000,300.99,Failed,2024-10-01 00:00:00.000,300.99,Active
"8b2f90b0-fa30-444a-8c09-cf6d92946379",d8331b70-a017-46f3-b899-e945302116ae,Company_78,Germany,Pro,2024-12-28 10:37:30.000,2025-01-27 10:37:30.000,151.10,Paid,2024-12-01 00:00:00.000,151.10,Canceled
"417c9b5e-7a38-4d93-b4a1-d66063297f01","9b3d2387-8aa8-4e5f-852e-b31518fa68fa",Company_79,France,Basic,2024-10-02 01:10:49.000,2025-10-02 01:10:49.000,282.13,Paid,2024-10-01 00:00:00.000,282.13,Active
cac56990-f07e-4676-9b94-d43b6362cd63,d71518cd-c039-4c69-af2d-50462fccc8f6,Company_80,UK,Enterprise,2024-10-05 17:04:03.000,2024-11-04 17:04:03.000,297.31,Paid,2024-10-01 00:00:00.000,297.31,Canceled
"70ed771e-5ce3-4efb-8e7e-0f1344bf3d9d","6e5b9225-6b4a-45c9-9e52-7caf3dae7392",Company_81,USA,Pro,2024-12-05 05:22:03.000,2025-01-04 05:22:03.000,320.51,Pending,2024-12-01 00:00:00.000,320.51,Canceled
"31ce8ab0-cea2-4762-b363-0c5f6f9fa859","65f1f04f-4bf8-45ca-9c10-881816536070",Company_82,Germany,Enterprise,2024-12-14 04:23:24.000,2025-01-13 04:23:24.000,382.68,Paid,2024-12-01 00:00:00.000,382.68,Canceled
"55b107e1-fba8-454a-86eb-68ffbf99606b","383b6939-e06c-461b-9c8d-db458509d671",Company_83,USA,Basic,2024-09-30 04:45:03.000,2025-09-30 04:45:03.000,396.13,Pending,2024-09-01 00:00:00.000,396.13,Active
"3c857385-a6f6-4a7f-be6c-021678a37538",ec845b86-d6a8-4d76-9aa5-fc8798f1d5e1,Company_84,Germany,Basic,2024-09-06 20:31:04.000,2024-10-06 20:31:04.000,412.31,Paid,2024-09-01 00:00:00.000,412.31,Canceled
"3a801077-cad7-4488-ba09-590564500ad3","87d37434-535e-4395-a443-6dfdd341f5e7",Company_85,USA,Enterprise,2024-09-28 10:45:23.000,2024-10-28 10:45:23.000,54.38,Pending,2024-09-01 00:00:00.000,54.38,Canceled
cb1b935b-fd3a-4b12-92b8-500d8a05f040,c8905188-435f-46d5-bedc-9aa07626688b,Company_86,Canada,Pro,2024-12-10 14:40:12.000,2025-12-10 14:40:12.000,418.57,Paid,2024-12-01 00:00:00.000,418.57,Active
"67692a1b-73ac-47a1-803f-468c9ab0037a","0e02c2ae-5063-4e42-afa8-08f52cbaeafe",Company_87,Germany,Pro,2024-09-23 02:03:57.000,2025-09-23 02:03:57.000,253.74,Failed,2024-09-01 00:00:00.000,253.74,Active
af634e85-c713-428a-881d-8b8ce1271908,"6c7eba5b-b818-491b-8499-e2877417a2c2",Company_88,Canada,Enterprise,2024-08-25 21:05:49.000,2025-08-25 21:05:49.000,202.38,Failed,2024-08-01 00:00:00.000,202.38,Active
"1f8d9ed1-4a38-4826-996e-92c8d64de7bf","93a14522-7607-4844-99e4-5d68c82d7f9e",Company_89,UK,Enterprise,2024-12-06 08:41:59.000,,87.20,Failed,2024-12-01 00:00:00.000,87.20,Active
d2488e7f-f21c-4c0d-9c49-a366a054cb4d,"930be8b2-c739-46d4-b175-0cdb40b57b7b",Company_90,UK,Enterprise,2024-11-21 21:51:27.000,2025-11-21 21:51:27.000,112.26,Pending,2024-11-01 00:00:00.000,112.26,Active
"1ce70d0c-1c48-4c7c-8a74-01b5166a64b1","6fcad603-3ac5-424f-9a12-3a55ed257d61",Company_91,USA,Basic,2024-10-25 18:52:35.000,2025-10-25 18:52:35.000,493.21,Failed,2024-10-01 00:00:00.000,493.21,Active
f36aa08c-fada-4f76-88c5-06b6f686118f,"9c436c81-6369-4cdb-b55e-530a901c903a",Company_92,France,Pro,2024-12-30 14:38:10.000,2025-12-30 14:38:10.000,73.25,Failed,2024-12-01 00:00:00.000,73.25,Active
a1b58038-e411-444d-8ebc-a4b4c5b5c553,d3ec310c-d399-49b8-a708-2fc0b0b72703,Company_93,UK,Enterprise,2024-09-11 11:11:36.000,2025-09-11 11:11:36.000,155.94,Paid,2024-09-01 00:00:00.000,155.94,Active
"74958836-e5a4-4ef2-897f-7c551af2cce2",c5e07c71-9135-4216-87fb-db144b76f234,Company_94,France,Basic,2024-12-24 00:29:47.000,,486.42,Paid,2024-12-01 00:00:00.000,486.42,Active
e012e567-5bc4-4d09-8524-5080d43de5d3,"021214c7-37bb-4631-bfee-aa10bcd42ff5",Company_95,UK,Enterprise,2024-12-11 17:01:07.000,,80.44,Failed,2024-12-01 00:00:00.000,80.44,Active
c27695b0-6853-4a0c-bc30-9421aa02e7fa,"1b490df8-f4c3-4dc4-99f0-486e2b2cb637",Company_96,UK,Enterprise,2024-09-14 09:38:01.000,2025-09-14 09:38:01.000,367.05,Failed,2024-09-01 00:00:00.000,367.05,Active
"163124c7-c1fd-4616-b524-60f3d22d0a71","725ba711-5171-4f44-a91f-e74d2a5489cc",Company_97,Germany,Pro,2024-10-27 06:01:31.000,2025-10-27 06:01:31.000,148.10,Paid,2024-10-01 00:00:00.000,148.10,Active
"4da2d2c6-b17c-45ad-ba5d-ad170b69dc0b",df4c897a-d108-411e-822a-887a1d131fc4,Company_98,UK,Basic,2024-11-16 02:46:25.000,2024-12-16 02:46:25.000,73.46,Failed,2024-11-01 00:00:00.000,73.46,Canceled
"45bb23c1-586d-40cd-9c62-2f3a8252c92a","0071d31c-1f46-465a-8586-6bb6ce489161",Company_99,Canada,Basic,2025-01-12 03:47:38.000,2025-02-11 03:47:38.000,469.58,Pending,2025-01-01 00:00:00.000,469.58,Canceled
ebd10354-d2f2-4c17-be89-06814be14cce,ef7bfd6b-bbf1-4c70-80c5-dd5d25131431,Company_100,France,Enterprise,2024-09-19 10:43:09.000,2025-09-19 10:43:09.000,353.00,Pending,2024-09-01 00:00:00.000,353.00,Active
"2dc503da-ef12-4c7f-8c42-92673910f751","71bd35f5-2b3e-4f18-b6d3-deafaa666e67",Company_101,France,Basic,2024-08-26 01:05:00.000,2024-09-25 01:05:00.000,109.42,Failed,2024-08-01 00:00:00.000,109.42,Canceled
"1794f55f-9f49-44a0-b66a-4b3a7432171b",c18f7ff2-fb05-4e71-b2cb-d92283b3118e,Company_102,USA,Basic,2024-10-08 13:15:45.000,2024-11-07 13:15:45.000,368.75,Pending,2024-10-01 00:00:00.000,368.75,Canceled
"289da653-6907-48df-a895-c239922db1c3",ee439c65-5955-4454-902e-12898a82d509,Company_103,France,Enterprise,2024-11-12 02:46:39.000,2024-12-12 02:46:39.000,85.48,Paid,2024-11-01 00:00:00.000,85.48,Canceled
"880ab2d8-437f-4cb9-a0f0-9ec2fbe18d2d","10a50a82-3f0b-41cf-9855-e8848971bd4b",Company_104,Canada,Pro,2024-10-04 01:26:51.000,2025-10-04 01:26:51.000,52.64,Pending,2024-10-01 00:00:00.000,52.64,Active
"2de9f787-dcc0-41c6-b71d-db7e1f50927e","2bf509fb-4c88-4866-a3ab-4de5afa8a30a",Company_105,UK,Pro,2024-09-02 11:21:08.000,2024-10-02 11:21:08.000,489.29,Failed,2024-09-01 00:00:00.000,489.29,Canceled
cab50366-141f-418e-b8a3-d6b7aa468574,e431e644-9660-4986-a95c-5f44743c557f,Company_106,Canada,Pro,2024-08-22 12:17:27.000,2024-09-21 12:17:27.000,472.90,Pending,2024-08-01 00:00:00.000,472.90,Canceled
"0262691b-a59a-4d06-8a0c-db749ba9e86f",b678641d-6535-4a9f-8fee-8eff917c3c80,Company_107,France,Pro,2024-11-12 06:54:39.000,,78.72,Pending,2024-11-01 00:00:00.000,78.72,Active
"1cc13d34-41e9-4693-8bb5-9b02e6ddfb36","10bb050b-5064-4d99-b333-57d4768ecf8b",Company_108,UK,Basic,2024-11-11 10:45:16.000,2025-11-11 10:45:16.000,120.80,Pending,2024-11-01 00:00:00.000,120.80,Active
